date,sm_surface
2023-04-20,0.1985676977783441
2023-04-21,0.1996954195201396
2023-04-22,0.1899589952081441
2023-04-23,0.1956333629786968
2023-04-24,0.1797229945659637
2023-04-25,0.1725082639604806
2023-04-26,0.170196583494544
2023-04-27,0.1661646291613578
2023-04-28,0.1674764696508645
2023-04-29,0.1701777167618274
2023-04-30,0.2059650272130965
2023-05-01,0.1944629829376935
2023-05-02,0.1957976277917623
2023-05-03,0.2187093403190374
2023-05-04,0.1921758688986301
2023-05-05,0.1969032529741525
2023-05-06,0.1916763205081224
2023-05-07,0.2116793897002935
2023-05-08,0.1938837096095085
2023-05-09,0.182791182771325
2023-05-10,0.1801821533590554
2023-05-11,0.1859386898577213
2023-05-12,0.1712765302509069
2023-05-13,0.1759034302085637
2023-05-14,0.1730845533311366
2023-05-15,0.1646728459745645
2023-05-16,0.1604569889605044
2023-05-17,0.1576251313090323
2023-05-18,0.1553146690130233
2023-05-19,0.1685012821108102
2023-05-20,0.1799835432320832
2023-05-21,0.1673638112843036
2023-05-22,0.1569866705685853
2023-05-23,0.1565524451434612
2023-05-24,0.1521341055631637
2023-05-25,0.14251309633255
2023-05-26,0.1439649332314729
2023-05-27,0.1377298682928085
2023-05-28,0.135758863762021
2023-05-29,0.1348266117274761
2023-05-30,0.1281351502984762
2023-05-31,0.1322629153728484
2023-06-01,0.1465241368860006
2023-06-02,0.1382446754723786
2023-06-03,0.1344004273414611
2023-06-04,0.134861409664154
2023-06-05,0.1330607682466506
2023-06-06,0.1257873978465795
2023-06-07,0.1190734533593058
2023-06-08,0.1243812637403607
2023-06-09,0.1209330055862664
2023-06-10,0.1144669642671942
2023-06-11,0.1281725764274596
2023-06-12,0.132316693663597
2023-06-13,0.1309454925358295
2023-06-14,0.1190102500841021
2023-06-15,0.1468994645401835
2023-06-16,0.1556169111281633
2023-06-17,0.1402063034474849
2023-06-18,0.1325250901281833
2023-06-19,0.1259290212765335
2023-06-20,0.1148552754893898
2023-06-21,0.1126143159344791
2023-06-22,0.1117437165230512
2023-06-23,0.1040596421808003
2023-06-24,0.1120763504877686
2023-06-25,0.139367957599461
2023-06-26,0.1923073139041662
2023-06-27,0.1723781283944844
2023-06-28,0.1578101813793181
2023-06-29,0.1481908895075321
2023-06-30,0.1629052646458148
2023-07-01,0.1510377153754234
2023-07-02,0.1434630844742059
2023-07-03,0.1423342376947402
2023-07-04,0.1369779612869023
2023-07-05,0.1513993311673402
2023-07-06,0.1862295195460319
2023-07-07,0.1501392573118209
2023-07-08,0.1512775216251611
2023-07-09,0.1511364933103322
2023-07-10,0.139330718666315
2023-07-11,0.1454664841294288
2023-07-12,0.1370801609009503
2023-07-13,0.1283413041383027
2023-07-14,0.1345453234389423
2023-07-15,0.1522237490862607
2023-07-16,0.1489592771977185
2023-07-17,0.1397163793444633
2023-07-18,0.1363069079816341
2023-07-19,0.1314118914306163
2023-07-20,0.1581200063228607
2023-07-21,0.157441871240735
2023-07-22,0.139411536976695
2023-07-23,0.1403403710573911
2023-07-24,0.1553005594760179
2023-07-25,0.138474941253662
2023-07-26,0.144845837727189
2023-07-27,0.1579072568565606
2023-07-28,0.1444854550063609
2023-07-29,0.1535730343312024
2023-07-30,0.1328757945448159
2023-07-31,0.1222799811512231
2023-08-01,0.120387521572411
2023-08-02,0.1165589727461337
2023-08-03,0.1135580278933047
2023-08-04,0.1133304620161652
2023-08-05,0.1113239703699946
2023-08-06,0.1113847410306334
2023-08-07,0.105445273220539
2023-08-08,0.1052750945091247
2023-08-09,0.1050037946552037
2023-08-10,0.1166006727144121
2023-08-11,0.1200430216267704
2023-08-12,0.1399085521697997
2023-08-13,0.1262071933597326
2023-08-14,0.1230487478896975
2023-08-15,0.1290445486083626
2023-08-16,0.1180478679016232
2023-08-17,0.1648943591862916
2023-08-18,0.1510408744215965
2023-08-19,0.1339396685361862
2023-08-20,0.1234214510768651
2023-08-21,0.1343401931226253
2023-08-22,0.1322239469736814
2023-08-23,0.1579890511929988
2023-08-24,0.1494332030415534
2023-08-25,0.1335168741643428
2023-08-26,0.1270106127485633
2023-08-27,0.1206472115591168
2023-08-28,0.1214416017755865
2023-08-29,0.1492633027955889
2023-08-30,0.1434527207165956
2023-08-31,0.1256399704143404
2023-09-01,0.1154094412922858
2023-09-02,0.1197325633838772
2023-09-03,0.1193121774122118
2023-09-04,0.1129291597753762
2023-09-05,0.1135657439008354
2023-09-06,0.1278224056586622
2023-09-07,0.181630128994584
2023-09-08,0.139798630028963
2023-09-09,0.1255630487576126
2023-09-10,0.1211183294653892
2023-09-11,0.1504445187747478
2023-09-12,0.1729903910309076
2023-09-13,0.1407604981213807
2023-09-14,0.1327512674033641
2023-09-15,0.1301724556833505
2023-09-16,0.1268046488985419
2023-09-17,0.1257618367671966
2023-09-18,0.118312194943428
2023-09-19,0.1131507633253931
2023-09-20,0.109329568222165
2023-09-21,0.1192108411341905
2023-09-22,0.126075766980648
2023-09-23,0.1421797797083854
2023-09-24,0.1276038596406578
2023-09-25,0.1198668889701366
2023-09-26,0.1129399444907903
2023-09-27,0.1044049626216292
2023-09-28,0.1037486586719751
2023-09-29,0.1000600783154367
2023-09-30,0.105402898043394
2023-10-01,0.1177801666781305
2023-10-02,0.1443705316632985
2023-10-03,0.1236434308812022
2023-10-04,0.1232441049069165
2023-10-05,0.1445020008832216
2023-10-06,0.1371626146137714
2023-10-07,0.1519419308751821
2023-10-08,0.1494796331971883
2023-10-09,0.1401000916957855
2023-10-10,0.1493848003447055
2023-10-11,0.1500869523733853
2023-10-12,0.1338990852236747
2023-10-13,0.1257546283304691
2023-10-14,0.1236761659383773
2023-10-15,0.1086079562082886
2023-10-16,0.1056995848193764
2023-10-17,0.1063796943053602
2023-10-18,0.1101401001214981
2023-10-19,0.1321340193971991
2023-10-20,0.168721068650484
2023-10-21,0.1414063051342964
2023-10-22,0.1219037491828202
2023-10-23,0.1372335823252796
2023-10-24,0.1708060111850499
2023-10-25,0.1787070576101541
2023-10-26,0.182485282421112
2023-10-27,0.1785111352801322
2023-10-28,0.1691711675375699
2023-10-29,0.1433066148310899
2023-10-30,0.1577701643109321
2023-10-31,0.1441284213215112
2023-11-01,0.1320945527404546
2023-11-02,0.1268712840974331
2023-11-03,0.1297451183199882
2023-11-04,0.1290250085294246
2023-11-05,0.134711593389511
2023-11-06,0.156867267563939
2023-11-07,0.1635385956615209
2023-11-08,0.1423192135989665
2023-11-09,0.1598724778741597
2023-11-10,0.1619407664984464
2023-11-11,0.1483970116823911
2023-11-12,0.1404854543507098
2023-11-13,0.135656801983714
2023-11-14,0.1297366544604301
2023-11-15,0.1313168425112962
2023-11-16,0.1433343552052974
2023-11-17,0.1565165277570485
2023-11-18,0.1441029906272888
2023-11-19,0.1395361311733722
2023-11-20,0.1332433000206946
2023-11-21,0.1306653320789337
2023-11-22,0.1357459407299756
2023-11-23,0.1459607910364865
2023-11-24,0.1356316842138767
2023-11-25,0.1293689422309398
2023-11-26,0.1262220554053783
2023-11-27,0.1227595880627631
2023-11-28,0.1197028970345854
2023-11-29,0.1173407677561044
2023-11-30,0.1233457522466778
2023-12-01,0.1382971312850713
2023-12-02,0.1318693365901708
2023-12-03,0.1254085525870323
2023-12-04,0.1222132509574293
2023-12-05,0.1240326138213276
2023-12-06,0.1244602985680102
2023-12-07,0.1265797438099979
2023-12-08,0.1473440267145633
2023-12-09,0.207022488117218
2023-12-10,0.1669734325259923
2023-12-11,0.1481691133230924
2023-12-12,0.137340672314167
2023-12-13,0.1304707452654838
2023-12-14,0.1334707494825124
2023-12-15,0.1403118334710597
2023-12-16,0.1623241491615772
2023-12-17,0.1547228358685969
2023-12-18,0.1638462357223033
2023-12-19,0.1490245684981345
2023-12-20,0.1402572523802518
2023-12-21,0.1366491597145795
2023-12-22,0.1333308145403861
2023-12-23,0.1376772765070199
2023-12-24,0.1460426822304725
2023-12-25,0.1469685155898332
2023-12-26,0.1599672995507716
2023-12-27,0.1702891532331704
2023-12-28,0.1892304029315709
2023-12-29,0.1653456799685954
2023-12-30,0.1497086454182863
2023-12-31,0.1405822038650512
2024-01-01,0.1347005981951951
2024-01-02,0.1305808220058679
2024-01-03,0.1280233226716517
2024-01-04,0.1270540636032819
2024-01-05,0.1263368688523768
2024-01-06,0.12666149251163
2024-01-07,0.1280655488371848
2024-01-08,0.1275773122906684
2024-01-09,0.1259590703994035
2024-01-10,0.1260977517813443
2024-01-11,0.126732250675559
2024-01-12,0.1281908694654703
2024-01-13,0.1271137800067662
2024-01-14,0.1280195042490959
2024-01-15,0.1283889692276716
2024-01-16,0.128202999010682
2024-01-17,0.1301960255950689
2024-01-18,0.1298304647207259
2024-01-19,0.128165278583765
2024-01-20,0.1284779086709022
2024-01-21,0.1276323981583118
2024-01-22,0.1283991243690251
2024-01-23,0.1290234588086604
2024-01-24,0.128132551908493
2024-01-25,0.1314707975834607
2024-01-26,0.1346647776663303
2024-01-27,0.1464901827275752
2024-01-28,0.1543265711516141
2024-01-29,0.1431635562330484
2024-01-30,0.1364764049649238
2024-01-31,0.138402085751295
2024-02-01,0.1407710649073123
2024-02-02,0.1382004022598266
2024-02-03,0.1343981530517339
2024-02-04,0.1382166389375924
2024-02-05,0.1455552633851766
2024-02-06,0.1404473055154084
2024-02-07,0.1431705169379711
2024-02-08,0.1745802517980336
2024-02-09,0.2152750305831431
2024-02-10,0.1720091067254542
2024-02-11,0.1552520170807838
2024-02-12,0.1504718791693448
2024-02-13,0.152638966217637
2024-02-14,0.1458537057042121
2024-02-15,0.1415526010096072
2024-02-16,0.1417152974754571
2024-02-17,0.1392761375755071
2024-02-18,0.1381553802639245
2024-02-19,0.1382290553301572
2024-02-20,0.1408302523195743
2024-02-21,0.1681005638092755
2024-02-22,0.1860649231821298
2024-02-23,0.1713908929377794
2024-02-24,0.1584118399769067
2024-02-25,0.1544234920293092
2024-02-26,0.1594140008091926
2024-02-27,0.1670515742152928
2024-02-28,0.1873412393033504
2024-02-29,0.1648411098867654
2024-03-01,0.1666035950183868
2024-03-02,0.1778416298329829
2024-03-03,0.1708084736019372
2024-03-04,0.1602656170725822
2024-03-05,0.2073637675493955
2024-03-06,0.1792493797838687
2024-03-07,0.1667069010436534
2024-03-08,0.1615999955683946
2024-03-09,0.193086452782154
2024-03-10,0.1668435409665107
2024-03-11,0.1730269212275743
2024-03-12,0.1902972143143415
2024-03-13,0.1733528915792703
2024-03-14,0.1613704059273004
2024-03-15,0.1553984079509973
2024-03-16,0.1596728693693876
2024-03-17,0.1629772018641233
2024-03-18,0.1566179562360047
2024-03-19,0.1530190464109182
2024-03-20,0.1486649364233016
2024-03-21,0.1434753537178039
2024-03-22,0.1429418288171291
2024-03-23,0.1426013074815272
2024-03-24,0.1425713375210761
2024-03-25,0.1624894607812166
2024-03-26,0.1979503389447927
2024-03-27,0.1841603070497512
2024-03-28,0.1677997261285781
2024-03-29,0.1575789358466863
2024-03-30,0.1597689110785722
2024-03-31,0.1729375272989272
2024-04-01,0.1603578049689531
2024-04-02,0.1598686575889587
2024-04-03,0.1890556979924439
2024-04-04,0.1865937337279319
2024-04-05,0.1859343964606523
2024-04-06,0.1791436132043599
2024-04-07,0.1674009039998054
2024-04-08,0.1568753533065318
2024-04-09,0.1580445878207683
2024-04-10,0.1550988312810659
2024-04-11,0.1720891576260328
2024-04-12,0.2155547887086867
2024-04-13,0.1812980156391858
2024-04-14,0.1886337306350469
2024-04-15,0.1713119614869356
2024-04-16,0.1688109170645474
2024-04-17,0.1911122873425483
2024-04-18,0.1869450155645608
2024-04-19,0.1729257199913262
2024-04-20,0.1607102062553167
2024-04-21,0.1552757546305656
2024-04-22,0.1557057127356529
2024-04-23,0.1659791711717843
2024-04-24,0.1649756804108619
2024-04-25,0.1521376837044954
2024-04-26,0.1451253071427344
2024-04-27,0.161053018644452
2024-04-28,0.1905347332358359
2024-04-29,0.2112662028521299
2024-04-30,0.1911283060908317
2024-05-01,0.1829875968396663
2024-05-02,0.1741777583956718
2024-05-03,0.1954778805375099
2024-05-04,0.1733743846416472
2024-05-05,0.1887444555759429
2024-05-06,0.165993757545948
2024-05-07,0.1734458338469267
2024-05-08,0.2108882423490285
2024-05-09,0.1769038401544093
2024-05-10,0.1715602260082959
2024-05-11,0.1995044033974408
2024-05-12,0.177563551813364
2024-05-13,0.1790017038583755
2024-05-14,0.1643426287919282
2024-05-15,0.1648059282451867
2024-05-16,0.1595838367938995
2024-05-17,0.1586316712200641
2024-05-18,0.1631055306643247
2024-05-19,0.1563903838396071
2024-05-20,0.1524686720222234
2024-05-21,0.2029224447906016
2024-05-22,0.1680198721587657
2024-05-23,0.1566709000617265
2024-05-24,0.15076888166368
2024-05-25,0.1558509431779384
2024-05-26,0.1476376131176948
2024-05-27,0.201739341020584
2024-05-28,0.1862610578536986
2024-05-29,0.1649974100291728
2024-05-30,0.1512693297117948
2024-05-31,0.1461175605654716
2024-06-01,0.1511116791516542
2024-06-02,0.1815269887447356
2024-06-03,0.1617025732994079
2024-06-04,0.1626126822084188
2024-06-05,0.1840561106801033
2024-06-06,0.1827593650668859
2024-06-07,0.1733845565468072
2024-06-08,0.1617587450891733
2024-06-09,0.1572087918009076
2024-06-10,0.1510327160358428
2024-06-11,0.1446682196110486
2024-06-12,0.1465366687625646
2024-06-13,0.1461063101887702
2024-06-14,0.1505754124373197
2024-06-15,0.143234547227621
2024-06-16,0.1423645634204148
2024-06-17,0.1571843735873698
2024-06-18,0.1513974778354167
2024-06-19,0.1532017774879932
2024-06-20,0.1960255242884158
2024-06-21,0.1725102551281451
2024-06-22,0.2083134707063436
2024-06-23,0.1952860988676547
2024-06-24,0.1648659408092498
2024-06-25,0.1615586932748555
2024-06-26,0.1588055789470672
2024-06-27,0.1541489977389573
2024-06-28,0.1495471186935901
2024-06-29,0.1778531949967145
2024-06-30,0.1693360246717929
2024-07-01,0.1536031030118465
2024-07-02,0.1657717581838368
2024-07-03,0.1805396582931279
2024-07-04,0.1620750185102224
2024-07-05,0.1634445134550332
2024-07-06,0.1687240749597549
2024-07-07,0.1617265306413173
2024-07-08,0.1586407404392957
2024-07-09,0.1708835903555154
2024-07-10,0.1671040337532758
2024-07-11,0.162118250504136
2024-07-12,0.1534241195768117
2024-07-13,0.1510232556611299
2024-07-14,0.1665295176208019
2024-07-15,0.160761721432209
2024-07-16,0.1876737121492624
2024-07-17,0.1605576537549495
2024-07-18,0.1515949275344609
2024-07-19,0.1438091360032558
2024-07-20,0.1384164914488792
2024-07-21,0.1366800852119922
2024-07-22,0.1341528370976447
2024-07-23,0.1502759903669356
2024-07-24,0.1856571789830922
2024-07-25,0.1534944251179694
2024-07-26,0.1413029246032237
2024-07-27,0.1358242332935333
2024-07-28,0.1289271116256713
2024-07-29,0.1511210463941096
2024-07-30,0.1876381803303956
2024-07-31,0.164282914251089
2024-08-01,0.1596959885209798
2024-08-02,0.1450948528945445
2024-08-03,0.1398530546575784
2024-08-04,0.1346008107066154
2024-08-05,0.1328011341392993
2024-08-06,0.1480514658614992
2024-08-07,0.1425382904708385
2024-08-08,0.1315992660820483
2024-08-09,0.128597805276513
2024-08-10,0.1492191944271325
2024-08-11,0.1562925782054662
2024-08-12,0.1369398422539233
2024-08-13,0.1226148372516035
2024-08-14,0.1159802889451384
2024-08-15,0.1200833041220902
2024-08-16,0.1712142024189233
2024-08-17,0.2014315724372863
2024-08-18,0.1671837251633405
2024-08-19,0.1509852595627307
2024-08-20,0.140836214646697
2024-08-21,0.131049308925867
2024-08-22,0.1333066318184137
2024-08-23,0.1312525905668735
2024-08-24,0.1284427233040332
2024-08-25,0.1259755175560712
2024-08-26,0.12256221473217
2024-08-27,0.1335412915796041
2024-08-28,0.1543980985879897
2024-08-29,0.1357459537684917
2024-08-30,0.1138518899679183
2024-08-31,0.1101843770593404
2024-09-01,0.1147521007806062
2024-09-02,0.1147194858640432
2024-09-03,0.1139807039871811
2024-09-04,0.1109203798696398
2024-09-05,0.1065961271524428
2024-09-06,0.1141134211793541
2024-09-07,0.1018455186858773
2024-09-08,0.1004232801496982
2024-09-09,0.1031424421817063
2024-09-10,0.1031772382557391
2024-09-11,0.1046280208975076
2024-09-12,0.1041690530255436
2024-09-13,0.1077059693634509
2024-09-14,0.1113338479772209
2024-09-15,0.1072655152529477
2024-09-16,0.106142172589898
2024-09-17,0.1054277969524263
2024-09-18,0.1053318204358219
2024-09-19,0.1046652775257825
2024-09-20,0.1003992613404988
2024-09-21,0.1029683975502848
2024-09-22,0.1123845977708696
2024-09-23,0.1350805154070257
2024-09-24,0.138342062011361
2024-09-25,0.1619434114545583
2024-09-26,0.1357347946614026
2024-09-27,0.1196692902594804
2024-09-28,0.1119802659377455
2024-09-29,0.1098700091242789
2024-09-30,0.1105179293081164
